employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,jobinvolvement,performancerating,retirementdate,retirementtype,resignationreason
3404,4.0,3.0,3.0,50,travel_rarely,research & development,1,3,technical degree,female,2,sales executive,married,134960,3,18,1,22.0,3,12,1,5,3,3,,,
3405,3.0,3.0,2.0,38,travel_frequently,research & development,13,3,technical degree,male,1,manufacturing director,married,32100,0,17,2,3.0,5,2,0,2,2,3,,,
3406,4.0,3.0,3.0,46,travel_rarely,research & development,28,3,medical,female,3,human resources,divorced,190450,6,11,3,13.0,2,8,0,7,3,3,,,
3407,4.0,3.0,3.0,24,travel_rarely,sales,28,3,life sciences,female,1,healthcare representative,divorced,118490,1,16,1,5.0,3,4,3,2,3,3,,,
3409,3.0,1.0,3.0,31,travel_frequently,research & development,5,2,technical degree,male,2,sales executive,married,65020,1,12,0,4.0,3,4,0,3,3,3,,,
3410,2.0,4.0,3.0,18,non-travel,sales,5,4,other,male,2,manager,single,32300,1,12,1,0.0,3,0,0,0,3,3,,,
3411,3.0,3.0,3.0,54,travel_rarely,sales,23,3,medical,female,1,laboratory technician,married,136030,8,13,1,22.0,2,10,0,8,3,3,,,
3412,3.0,3.0,2.0,35,travel_rarely,research & development,6,4,medical,female,1,manufacturing director,divorced,119960,1,19,2,16.0,3,16,10,1,3,3,,,
3413,2.0,1.0,2.0,30,travel_rarely,research & development,4,3,life sciences,female,5,healthcare representative,married,56050,0,12,1,9.0,0,8,1,7,2,3,,,
3414,4.0,1.0,3.0,20,travel_rarely,research & development,2,2,life sciences,female,2,research scientist,single,63970,1,17,1,1.0,3,1,0,0,3,3,2016-07-25,resignation,others
3415,2.0,2.0,3.0,30,travel_frequently,research & development,8,4,medical,male,1,sales executive,single,191440,0,11,0,4.0,3,3,1,2,3,3,2016-10-19,resignation,others
3416,4.0,4.0,3.0,26,travel_rarely,sales,1,3,marketing,female,2,research scientist,married,175840,1,20,0,8.0,2,8,1,3,3,4,,,
3417,2.0,1.0,2.0,22,travel_rarely,research & development,8,3,other,male,2,sales representative,married,49070,1,21,1,4.0,2,4,1,1,3,4,,,
3418,1.0,3.0,3.0,48,travel_rarely,human resources,2,4,medical,male,2,sales executive,single,45540,2,11,2,19.0,3,2,2,2,3,3,,,
3419,3.0,3.0,3.0,48,travel_rarely,sales,3,3,medical,male,1,research director,single,54150,7,11,1,27.0,1,15,4,8,3,3,,,
3420,4.0,3.0,3.0,41,travel_rarely,research & development,2,3,life sciences,male,2,research scientist,single,47410,6,16,0,8.0,3,2,2,1,3,3,,,
3421,4.0,4.0,3.0,39,travel_rarely,sales,2,3,life sciences,male,3,human resources,married,21150,1,18,0,21.0,3,21,11,8,4,3,,,
3422,1.0,4.0,3.0,27,travel_rarely,research & development,3,3,life sciences,male,2,human resources,married,31610,0,13,2,4.0,0,3,2,2,3,3,,,
3423,2.0,4.0,2.0,35,travel_rarely,sales,24,3,medical,male,5,sales executive,divorced,57450,1,17,3,3.0,4,3,1,2,3,3,,,
3424,4.0,3.0,4.0,42,travel_rarely,research & development,23,4,other,male,1,research scientist,married,23730,6,14,1,21.0,3,1,0,0,4,3,,,
3425,1.0,4.0,3.0,50,travel_rarely,sales,27,3,medical,male,2,sales executive,married,33100,4,22,1,8.0,3,1,0,0,4,4,,,
3426,3.0,4.0,3.0,59,travel_rarely,research & development,16,4,medical,female,5,laboratory technician,single,186650,3,12,0,30.0,3,5,4,3,2,3,,,
3427,1.0,2.0,1.0,37,travel_rarely,sales,15,3,marketing,male,2,laboratory technician,married,44850,5,11,1,15.0,2,1,0,0,4,3,2016-06-21,resignation,stress
3428,3.0,2.0,3.0,55,travel_frequently,research & development,26,2,life sciences,female,2,sales executive,married,27890,3,13,1,17.0,2,8,6,7,2,3,,,
3429,2.0,3.0,3.0,41,non-travel,research & development,19,1,life sciences,male,2,research scientist,divorced,58280,1,13,0,21.0,0,21,5,10,3,3,,,
3430,2.0,4.0,3.0,38,travel_rarely,research & development,24,2,other,female,1,laboratory technician,single,23260,8,14,0,19.0,3,1,0,0,4,3,,,
3431,2.0,1.0,3.0,26,non-travel,research & development,21,1,life sciences,female,1,manufacturing director,single,135250,8,17,1,7.0,4,2,2,2,2,3,2016-07-30,resignation,stress
3433,4.0,4.0,3.0,44,travel_rarely,research & development,16,3,life sciences,female,1,healthcare representative,married,80200,3,11,1,23.0,2,12,11,11,3,3,,,
3434,4.0,3.0,3.0,50,non-travel,human resources,2,2,life sciences,male,1,laboratory technician,married,36880,0,11,0,19.0,3,18,0,13,2,3,,,
3436,4.0,1.0,3.0,39,travel_frequently,sales,11,3,marketing,male,1,sales executive,single,160150,1,11,0,21.0,3,21,2,8,4,3,,,
3437,2.0,4.0,2.0,33,non-travel,sales,9,2,technical degree,male,5,sales representative,single,12000,0,11,1,3.0,3,2,2,2,3,3,,,
3438,4.0,4.0,4.0,45,travel_rarely,research & development,7,2,other,male,1,human resources,married,56610,3,12,0,26.0,2,9,1,1,2,3,,,
3439,4.0,3.0,3.0,32,non-travel,research & development,15,3,medical,male,2,manager,single,69290,9,20,0,10.0,6,8,7,7,1,4,,,
3440,2.0,4.0,2.0,34,travel_rarely,sales,6,4,marketing,male,2,research director,divorced,96130,0,12,1,16.0,5,15,0,9,2,3,,,
3441,2.0,4.0,1.0,59,travel_rarely,research & development,5,3,life sciences,male,2,research scientist,married,56740,3,12,0,14.0,6,6,0,4,3,3,,,
3442,2.0,2.0,3.0,45,travel_rarely,research & development,16,1,medical,male,2,sales executive,single,54840,1,20,3,6.0,6,6,0,4,3,4,,,
3443,3.0,2.0,3.0,53,travel_frequently,sales,8,2,medical,male,2,research scientist,married,120610,2,20,1,30.0,2,15,6,12,4,4,,,
3444,1.0,3.0,2.0,36,travel_rarely,research & development,7,2,life sciences,female,1,research scientist,divorced,56600,7,12,0,9.0,3,1,0,0,3,3,2016-01-23,resignation,others
3445,1.0,1.0,3.0,26,travel_frequently,sales,2,3,life sciences,male,2,research scientist,married,48210,6,14,2,6.0,2,3,1,2,3,3,2016-11-21,resignation,others
3446,3.0,3.0,3.0,34,travel_rarely,research & development,2,2,life sciences,male,1,sales representative,married,64100,1,13,1,1.0,5,1,0,0,2,3,,,
3447,4.0,2.0,3.0,28,travel_rarely,research & development,10,3,other,male,2,sales representative,married,52100,1,15,0,1.0,1,1,0,0,4,3,,,
3448,3.0,3.0,3.0,38,travel_frequently,sales,9,4,medical,male,2,research scientist,married,26950,3,14,1,8.0,4,2,2,2,1,3,,,
3449,2.0,3.0,2.0,50,travel_rarely,research & development,5,4,life sciences,male,1,sales executive,married,118780,2,13,1,29.0,2,8,7,7,3,3,,,
3450,4.0,2.0,2.0,37,travel_rarely,research & development,1,3,life sciences,male,1,laboratory technician,single,170680,3,23,0,8.0,6,4,0,1,3,4,,,
3451,3.0,1.0,2.0,40,travel_rarely,human resources,2,3,medical,male,5,sales executive,married,24550,1,15,1,8.0,2,7,7,5,3,3,,,
3452,1.0,3.0,3.0,26,travel_frequently,research & development,3,3,medical,male,2,laboratory technician,divorced,139640,1,11,2,5.0,1,5,1,3,2,3,,,
3453,4.0,4.0,3.0,46,travel_rarely,research & development,2,1,medical,female,3,research scientist,divorced,49410,9,13,2,23.0,2,2,2,2,2,3,,,
3454,3.0,3.0,3.0,54,travel_rarely,research & development,5,3,medical,female,2,manufacturing director,married,24780,6,11,0,13.0,0,9,7,0,3,3,,,
3455,1.0,3.0,3.0,56,travel_frequently,research & development,1,2,life sciences,female,2,manufacturing director,married,52280,2,11,0,18.0,4,5,0,3,3,3,,,
3456,4.0,4.0,2.0,36,travel_rarely,research & development,4,2,life sciences,female,2,human resources,single,44780,0,18,1,15.0,3,14,7,8,3,3,,,
3457,3.0,1.0,4.0,55,non-travel,research & development,2,3,medical,female,2,manager,single,75470,7,16,0,31.0,2,9,6,2,2,3,,,
3458,3.0,4.0,3.0,43,travel_rarely,sales,25,2,life sciences,male,3,research scientist,divorced,50550,5,22,0,18.0,2,1,0,0,2,4,,,
3459,4.0,4.0,3.0,20,travel_frequently,sales,8,3,marketing,male,3,sales executive,single,34640,1,20,0,2.0,3,2,0,2,2,4,2016-01-31,resignation,others
3460,3.0,1.0,2.0,21,travel_rarely,research & development,1,4,life sciences,male,1,manager,single,57750,1,18,0,1.0,2,1,1,0,3,3,2016-04-14,resignation,stress
3461,4.0,1.0,3.0,46,travel_rarely,sales,12,3,marketing,female,3,healthcare representative,divorced,89430,8,12,1,19.0,6,16,1,7,3,3,,,
3462,1.0,3.0,4.0,51,travel_rarely,sales,23,3,medical,female,2,research scientist,married,192720,9,20,0,18.0,2,10,2,7,3,4,2016-02-22,resignation,stress
3463,2.0,1.0,2.0,28,non-travel,research & development,19,4,life sciences,female,4,laboratory technician,single,52380,1,17,1,10.0,4,10,1,9,2,3,2016-11-12,resignation,others
3464,1.0,1.0,3.0,26,travel_rarely,research & development,5,4,medical,female,2,sales executive,married,46820,1,11,1,6.0,3,5,1,3,1,3,,,
3465,3.0,1.0,2.0,30,travel_rarely,research & development,8,3,medical,female,1,sales executive,married,183000,0,14,0,7.0,6,6,0,2,3,3,,,
3466,2.0,3.0,3.0,41,travel_rarely,sales,1,4,life sciences,female,1,research director,married,52570,1,14,0,10.0,2,10,0,8,4,3,,,
3467,3.0,3.0,2.0,38,travel_rarely,research & development,5,3,technical degree,male,1,sales executive,married,63490,0,11,0,20.0,3,19,1,9,3,3,,,
3468,1.0,4.0,3.0,40,travel_rarely,sales,1,4,marketing,male,1,sales executive,married,48690,4,12,0,14.0,2,11,11,1,3,3,,,
3469,1.0,3.0,3.0,27,non-travel,sales,11,3,technical degree,female,2,laboratory technician,married,99850,1,14,1,3.0,3,3,1,2,2,3,,,
3470,4.0,2.0,3.0,55,travel_frequently,research & development,23,5,life sciences,male,3,laboratory technician,married,36970,3,13,1,23.0,1,3,1,2,3,3,,,
3471,3.0,3.0,4.0,28,travel_rarely,research & development,1,3,life sciences,male,2,healthcare representative,single,74570,3,11,2,10.0,1,8,1,7,4,3,,,
3472,2.0,1.0,3.0,44,travel_rarely,research & development,18,4,life sciences,female,2,sales executive,married,21190,9,15,0,24.0,3,20,3,6,3,3,2016-08-30,resignation,others
3473,4.0,4.0,3.0,33,travel_rarely,sales,23,4,marketing,female,4,sales executive,divorced,39830,4,12,0,9.0,3,3,1,2,3,3,,,
3474,4.0,1.0,3.0,35,travel_rarely,sales,7,4,life sciences,male,3,sales representative,single,61180,0,21,1,9.0,3,8,4,7,2,4,2016-12-16,resignation,salary
3475,1.0,3.0,3.0,33,travel_frequently,research & development,1,2,life sciences,female,1,sales executive,single,62140,1,19,2,14.0,3,13,3,8,3,3,2016-10-21,resignation,salary
3476,1.0,3.0,2.0,28,travel_rarely,human resources,1,1,human resources,male,2,research scientist,divorced,63470,1,15,1,4.0,2,4,2,2,3,3,,,
3477,1.0,4.0,2.0,34,travel_frequently,sales,29,4,marketing,male,1,research scientist,single,115100,0,14,1,7.0,5,6,0,4,3,3,,,
3478,4.0,4.0,3.0,37,travel_rarely,research & development,7,4,life sciences,male,4,sales executive,divorced,71430,2,21,0,8.0,6,1,0,0,2,4,,,
3479,4.0,4.0,4.0,25,travel_rarely,human resources,25,4,human resources,female,2,research scientist,married,82680,1,12,0,7.0,3,7,5,6,2,3,2016-09-02,resignation,others
3480,1.0,3.0,2.0,26,travel_rarely,sales,8,2,marketing,male,2,sales executive,divorced,80950,1,15,0,1.0,3,1,0,0,4,3,2016-02-20,resignation,salary
3481,1.0,2.0,3.0,33,travel_rarely,research & development,8,2,life sciences,male,4,manufacturing director,single,29040,4,13,0,5.0,2,2,2,2,3,3,2016-02-01,resignation,others
3482,4.0,1.0,3.0,42,travel_rarely,research & development,11,1,life sciences,male,4,research scientist,married,60320,0,14,0,23.0,2,22,13,7,2,3,,,
3484,4.0,3.0,3.0,50,travel_frequently,research & development,1,4,medical,male,2,research scientist,single,159920,3,14,0,5.0,3,0,0,0,3,3,2016-05-12,resignation,others
3485,4.0,2.0,3.0,33,travel_frequently,sales,9,3,medical,female,2,research scientist,married,46490,0,12,0,4.0,2,3,0,2,2,3,,,
3486,3.0,4.0,3.0,34,non-travel,sales,1,1,marketing,female,2,research director,married,26960,3,23,0,6.0,3,0,0,0,3,4,,,
3487,1.0,4.0,2.0,48,non-travel,sales,2,1,life sciences,male,2,sales executive,single,23700,2,11,0,27.0,3,5,2,1,3,3,,,
3488,2.0,3.0,3.0,45,non-travel,research & development,1,3,medical,female,2,human resources,married,125040,1,12,1,15.0,2,15,4,12,3,3,,,
3489,2.0,2.0,3.0,52,travel_rarely,sales,1,3,life sciences,male,1,sales executive,single,59740,7,18,1,18.0,6,8,4,0,3,3,,,
3490,3.0,3.0,3.0,38,travel_rarely,research & development,6,2,medical,male,1,research scientist,divorced,47360,0,11,1,9.0,3,8,2,7,2,3,,,
3491,3.0,4.0,3.0,29,travel_rarely,research & development,8,3,medical,female,4,research scientist,divorced,52960,4,14,0,11.0,3,7,1,7,4,3,,,
3492,4.0,2.0,2.0,28,travel_rarely,human resources,1,3,human resources,female,4,laboratory technician,divorced,67810,0,15,1,10.0,2,9,1,7,3,3,,,
3493,1.0,3.0,3.0,46,travel_rarely,research & development,6,4,medical,male,3,sales executive,married,21740,3,11,1,23.0,3,12,4,9,3,3,,,
3494,4.0,2.0,3.0,38,travel_rarely,research & development,7,4,medical,male,1,sales executive,single,66530,7,20,1,10.0,2,1,0,0,3,4,,,
3495,3.0,1.0,3.0,43,travel_frequently,research & development,5,3,medical,female,2,laboratory technician,married,96990,8,19,1,18.0,3,8,0,1,3,3,,,
3496,1.0,4.0,3.0,39,travel_frequently,sales,1,3,marketing,male,2,healthcare representative,divorced,67550,7,14,1,21.0,2,18,11,5,3,3,2016-04-03,resignation,others
3497,3.0,3.0,4.0,40,travel_rarely,research & development,1,1,life sciences,male,1,healthcare representative,single,22130,1,17,0,21.0,4,20,4,9,3,3,,,
3498,4.0,2.0,4.0,21,travel_rarely,research & development,1,4,life sciences,female,1,research scientist,single,26100,1,11,1,2.0,3,2,2,2,2,3,,,
3499,3.0,2.0,2.0,39,non-travel,research & development,6,3,life sciences,male,1,laboratory technician,single,28510,9,15,0,9.0,2,5,0,3,3,3,,,
3500,1.0,4.0,3.0,36,non-travel,research & development,1,3,medical,male,3,sales representative,single,34520,2,13,3,18.0,4,11,0,9,4,3,,,
3501,3.0,4.0,3.0,31,travel_frequently,research & development,7,3,life sciences,male,1,sales executive,married,52580,0,14,3,3.0,5,2,2,2,3,3,,,
3502,1.0,2.0,1.0,28,travel_rarely,sales,2,4,marketing,male,1,sales executive,married,93550,0,11,0,6.0,4,5,0,4,3,3,,,
3503,4.0,4.0,3.0,35,travel_frequently,research & development,9,2,other,female,1,manufacturing director,divorced,104960,1,13,1,5.0,2,5,0,2,3,3,,,
3504,4.0,2.0,3.0,49,travel_rarely,sales,2,2,medical,female,1,sales executive,married,63800,6,23,1,22.0,1,9,2,3,2,4,,,
3505,4.0,3.0,2.0,34,travel_frequently,sales,9,1,technical degree,male,2,sales executive,single,26570,2,13,1,5.0,3,3,0,2,2,3,,,
3506,4.0,2.0,2.0,29,travel_frequently,research & development,1,4,medical,male,3,research scientist,divorced,27160,0,18,0,8.0,2,7,1,1,1,3,,,
3507,2.0,4.0,3.0,42,travel_rarely,sales,21,2,life sciences,female,1,healthcare representative,single,22010,4,12,1,16.0,3,1,0,0,4,3,,,
3508,2.0,4.0,2.0,29,travel_rarely,sales,4,2,other,female,2,healthcare representative,married,65400,1,22,0,10.0,2,10,1,2,1,4,,,
3509,3.0,3.0,4.0,38,travel_rarely,research & development,1,3,medical,female,1,human resources,married,38160,1,13,2,7.0,2,7,5,0,2,3,,,
3510,3.0,3.0,3.0,28,travel_frequently,sales,6,4,life sciences,male,1,manager,divorced,52530,1,15,0,3.0,2,3,0,2,3,3,,,
3511,3.0,3.0,3.0,18,non-travel,research & development,2,4,medical,male,3,laboratory technician,single,109650,1,18,0,0.0,5,0,0,0,4,3,2016-07-17,resignation,others
3512,1.0,1.0,3.0,33,travel_rarely,research & development,3,2,life sciences,male,1,sales executive,single,49360,0,14,0,6.0,2,5,0,3,2,3,2016-02-11,resignation,others
3513,2.0,4.0,3.0,41,travel_rarely,research & development,4,2,medical,male,2,research scientist,married,25430,3,12,0,6.0,3,1,0,0,3,3,,,
3514,3.0,3.0,2.0,31,travel_frequently,sales,10,3,technical degree,female,1,research director,married,53040,1,17,0,2.0,3,2,2,2,4,3,2016-08-04,resignation,others
3515,3.0,4.0,3.0,37,travel_rarely,research & development,23,3,life sciences,male,3,manufacturing director,divorced,166590,7,16,1,9.0,2,6,1,3,3,3,,,
3516,4.0,3.0,3.0,27,travel_rarely,research & development,6,2,medical,female,1,healthcare representative,married,42600,1,11,2,4.0,2,4,2,2,3,3,,,
3517,2.0,3.0,2.0,34,travel_rarely,sales,1,1,marketing,female,2,laboratory technician,married,24760,1,19,0,6.0,2,6,1,3,3,3,,,
3518,3.0,3.0,1.0,35,travel_rarely,research & development,6,3,life sciences,female,3,laboratory technician,single,31020,1,13,1,6.0,3,5,1,4,2,3,,,
3519,4.0,1.0,1.0,29,travel_rarely,research & development,6,3,life sciences,male,1,sales executive,married,22440,1,12,3,11.0,5,11,3,10,1,3,2016-10-12,resignation,stress
3520,2.0,3.0,2.0,40,travel_frequently,research & development,2,4,medical,male,4,human resources,single,75960,9,11,0,20.0,0,18,2,13,1,3,,,
3521,3.0,1.0,2.0,42,travel_frequently,sales,2,4,life sciences,male,1,laboratory technician,single,22850,0,16,0,22.0,3,21,13,14,1,3,2016-09-11,resignation,salary
3522,2.0,1.0,4.0,42,travel_rarely,research & development,1,2,life sciences,male,4,laboratory technician,single,30340,7,21,1,9.0,3,6,1,5,2,4,,,
3523,4.0,3.0,3.0,35,travel_rarely,research & development,5,3,medical,male,1,healthcare representative,married,57150,6,24,2,10.0,0,8,1,7,3,4,,,
3524,4.0,2.0,3.0,24,travel_rarely,sales,7,4,life sciences,female,1,laboratory technician,single,25760,8,17,3,6.0,3,4,1,2,3,3,,,
3525,3.0,4.0,2.0,28,travel_rarely,research & development,15,4,life sciences,male,2,sales executive,married,41970,1,13,0,1.0,3,1,0,0,1,3,2016-11-04,resignation,stress
3526,1.0,4.0,3.0,26,travel_rarely,research & development,1,4,life sciences,male,2,sales representative,married,143360,1,21,1,8.0,3,8,0,7,3,4,,,
3527,3.0,4.0,3.0,30,travel_rarely,research & development,7,2,life sciences,female,1,manufacturing director,married,34480,1,11,0,10.0,3,10,1,4,3,3,,,
3528,3.0,4.0,1.0,40,travel_frequently,research & development,26,4,life sciences,male,2,research scientist,married,194060,3,20,3,16.0,2,1,0,0,3,4,,,
3529,3.0,2.0,4.0,35,travel_rarely,research & development,18,5,medical,female,2,research scientist,divorced,65380,2,16,1,15.0,3,7,6,4,3,3,,,
3530,4.0,1.0,3.0,34,travel_frequently,research & development,6,2,life sciences,male,1,research director,single,43060,0,11,0,14.0,2,13,4,9,3,3,,,
3531,4.0,4.0,4.0,35,travel_frequently,research & development,3,3,medical,female,2,laboratory technician,married,22580,1,11,1,2.0,2,2,2,2,3,3,,,
3532,1.0,3.0,2.0,43,travel_rarely,sales,5,3,marketing,female,3,research scientist,single,45220,8,15,1,7.0,3,4,1,3,3,3,2016-11-04,resignation,others
3533,3.0,1.0,3.0,32,non-travel,research & development,11,2,other,female,2,research scientist,divorced,44870,1,11,0,1.0,5,1,0,0,2,3,,,
3534,4.0,1.0,3.0,56,travel_rarely,research & development,3,2,other,male,2,healthcare representative,divorced,44490,1,15,0,28.0,3,5,4,2,1,3,,,
3535,4.0,4.0,3.0,29,travel_rarely,research & development,26,1,life sciences,male,1,laboratory technician,married,22180,1,24,1,10.0,1,10,0,8,3,4,,,
3536,3.0,1.0,3.0,19,travel_rarely,research & development,23,4,life sciences,male,2,laboratory technician,single,191970,1,12,0,1.0,2,1,0,0,3,3,,,
3537,1.0,3.0,2.0,45,travel_rarely,research & development,22,3,life sciences,female,2,sales representative,married,132120,4,13,0,7.0,4,3,0,2,3,3,,,
3538,4.0,4.0,2.0,37,travel_rarely,research & development,14,4,life sciences,male,3,research scientist,married,65770,1,13,0,14.0,1,14,3,11,1,3,,,
3539,1.0,3.0,2.0,20,travel_rarely,research & development,6,3,medical,male,5,research director,single,83920,1,17,0,2.0,5,2,1,2,3,3,,,
3540,3.0,3.0,3.0,44,travel_rarely,human resources,6,2,human resources,male,3,sales executive,single,45580,1,13,1,6.0,2,6,0,2,1,3,2016-09-12,resignation,stress
3541,4.0,3.0,3.0,53,travel_rarely,research & development,6,4,life sciences,male,1,research director,divorced,40310,3,12,1,26.0,3,7,4,7,2,3,,,
3542,2.0,4.0,2.0,29,travel_rarely,research & development,23,3,medical,male,1,sales executive,married,79690,0,14,0,6.0,3,5,1,3,3,3,,,
3544,3.0,1.0,3.0,46,travel_rarely,research & development,2,3,life sciences,male,2,research scientist,married,165550,8,14,2,28.0,4,26,15,9,3,3,,,
3545,4.0,3.0,3.0,44,non-travel,research & development,20,3,life sciences,male,1,sales representative,single,45560,2,13,0,6.0,4,0,0,0,3,3,,,
3546,2.0,3.0,3.0,33,travel_rarely,research & development,28,4,life sciences,female,1,manager,married,60910,1,15,0,5.0,6,5,1,4,1,3,,,
3547,1.0,1.0,1.0,41,non-travel,research & development,12,3,life sciences,male,2,sales representative,divorced,195660,6,16,0,5.0,2,1,0,0,4,3,2016-02-28,resignation,salary
3548,3.0,1.0,3.0,30,travel_rarely,sales,20,3,marketing,male,3,sales executive,divorced,48100,8,18,0,8.0,3,4,0,3,2,3,,,
3549,2.0,2.0,3.0,40,travel_frequently,sales,9,3,medical,male,1,manufacturing director,married,45230,5,16,1,5.0,5,0,0,0,4,3,,,
3550,4.0,1.0,3.0,50,travel_frequently,research & development,25,4,life sciences,female,2,healthcare representative,married,32020,2,24,1,32.0,2,2,2,2,3,4,,,
3551,4.0,1.0,3.0,28,travel_rarely,research & development,6,3,technical degree,male,2,research scientist,married,23510,1,16,0,6.0,4,6,3,3,3,3,,,
3552,4.0,2.0,3.0,46,travel_rarely,research & development,8,4,other,male,3,manager,married,17020,5,21,0,25.0,2,4,0,3,3,4,,,
3553,3.0,1.0,3.0,35,travel_rarely,sales,4,4,marketing,male,1,laboratory technician,married,180410,3,20,1,15.0,3,7,1,7,2,4,,,
3554,4.0,2.0,1.0,24,travel_rarely,human resources,28,4,human resources,male,3,manufacturing director,married,28860,1,19,1,1.0,5,1,0,0,3,3,2016-02-20,resignation,others
3555,2.0,3.0,2.0,33,travel_frequently,research & development,9,2,medical,female,1,sales executive,married,20970,1,14,2,10.0,5,10,0,1,2,3,,,
3556,3.0,3.0,3.0,36,travel_rarely,research & development,9,2,medical,male,2,sales executive,divorced,119350,1,11,3,7.0,6,7,1,7,4,3,,,
3557,3.0,3.0,2.0,30,travel_rarely,sales,29,3,marketing,male,1,sales executive,divorced,25460,1,14,1,10.0,2,10,8,9,3,3,,,
3558,4.0,4.0,3.0,44,travel_rarely,research & development,3,4,medical,male,2,research scientist,single,25640,1,12,3,20.0,3,20,13,17,1,3,,,
3559,3.0,4.0,3.0,20,travel_rarely,research & development,18,4,medical,male,1,human resources,single,84120,1,13,0,2.0,2,2,2,2,2,3,,,
3560,4.0,4.0,2.0,46,travel_rarely,sales,9,1,medical,female,1,sales executive,divorced,141180,2,22,0,12.0,3,6,1,4,3,4,,,
3561,4.0,1.0,4.0,42,non-travel,research & development,5,4,medical,male,5,sales executive,married,170460,7,11,0,10.0,3,4,0,3,2,3,,,
3562,2.0,4.0,3.0,60,travel_rarely,sales,2,2,life sciences,male,2,sales executive,divorced,25640,0,14,1,12.0,3,11,1,9,3,3,,,
3563,3.0,2.0,3.0,32,travel_frequently,sales,10,3,life sciences,female,1,sales executive,married,102660,1,11,0,2.0,3,2,2,2,3,3,,,
3564,4.0,3.0,3.0,32,travel_frequently,research & development,9,3,life sciences,female,2,research scientist,single,50700,4,12,1,10.0,6,8,0,7,3,3,,,
3565,3.0,1.0,3.0,36,travel_rarely,sales,3,2,marketing,male,4,healthcare representative,divorced,178610,2,18,0,17.0,2,7,7,7,2,3,,,
3566,1.0,4.0,3.0,33,travel_rarely,sales,26,2,marketing,male,1,research scientist,married,42300,0,12,0,15.0,0,14,4,10,3,3,,,
3567,2.0,2.0,4.0,40,travel_rarely,research & development,1,3,medical,female,2,research scientist,divorced,37800,7,12,0,7.0,2,5,1,3,1,3,,,
3568,3.0,4.0,3.0,25,travel_rarely,research & development,6,2,medical,female,1,laboratory technician,single,27680,0,22,1,5.0,0,4,1,1,3,4,,,
3569,4.0,2.0,3.0,30,travel_rarely,sales,9,3,marketing,female,1,research scientist,married,90710,0,19,1,12.0,2,11,5,7,2,3,,,
3570,1.0,1.0,3.0,42,travel_frequently,human resources,8,2,medical,male,1,sales executive,married,106480,3,13,1,20.0,1,1,0,0,3,3,,,
3571,3.0,4.0,2.0,35,non-travel,research & development,1,1,life sciences,male,2,sales executive,married,136100,4,22,2,16.0,4,13,4,12,2,4,,,
3572,1.0,1.0,2.0,27,travel_rarely,research & development,7,3,life sciences,male,3,manufacturing director,married,34080,1,24,0,9.0,2,9,6,8,3,4,,,
3573,4.0,3.0,1.0,54,travel_frequently,research & development,9,2,medical,male,2,sales representative,divorced,29830,7,14,1,33.0,2,5,1,4,2,3,,,
3574,1.0,4.0,3.0,44,travel_rarely,human resources,4,4,life sciences,male,5,laboratory technician,married,76320,1,21,0,10.0,3,10,7,7,3,4,,,
3575,1.0,2.0,4.0,19,non-travel,sales,2,2,other,male,3,healthcare representative,single,98240,1,18,0,1.0,2,1,0,0,3,3,2016-09-13,resignation,others
3576,1.0,4.0,3.0,29,travel_rarely,research & development,19,4,life sciences,male,1,manufacturing director,divorced,99500,1,20,0,3.0,3,3,1,2,3,4,,,
3577,4.0,4.0,3.0,54,travel_rarely,research & development,9,4,life sciences,male,2,sales executive,married,20930,3,19,0,36.0,2,10,0,9,3,3,,,
3578,3.0,1.0,2.0,31,travel_rarely,research & development,21,3,life sciences,male,2,laboratory technician,married,99800,1,12,0,6.0,1,6,0,1,3,3,,,
3579,3.0,1.0,3.0,31,travel_rarely,sales,24,1,marketing,female,1,sales executive,single,38940,1,12,0,10.0,3,10,1,8,4,3,,,
3580,3.0,4.0,3.0,59,travel_rarely,research & development,3,4,technical degree,male,1,research scientist,single,40510,5,16,3,13.0,3,6,0,5,3,3,,,
3581,3.0,4.0,3.0,43,travel_rarely,research & development,11,2,life sciences,male,3,laboratory technician,married,168350,3,17,1,25.0,3,8,0,7,3,3,,,
3582,1.0,3.0,4.0,49,travel_rarely,sales,14,4,life sciences,male,2,research scientist,married,62300,2,14,0,23.0,2,1,0,0,2,3,,,
3583,3.0,2.0,2.0,36,travel_frequently,sales,5,2,marketing,female,1,laboratory technician,married,47170,1,19,1,12.0,3,11,0,7,3,3,,,
3584,4.0,2.0,2.0,48,travel_rarely,research & development,1,4,life sciences,female,2,laboratory technician,single,132370,5,13,1,7.0,2,1,0,0,4,3,,,
3585,1.0,3.0,3.0,27,travel_rarely,research & development,6,4,life sciences,male,2,laboratory technician,divorced,37550,1,19,0,5.0,2,5,0,3,3,3,,,
3586,3.0,4.0,3.0,29,travel_rarely,sales,17,4,medical,male,1,laboratory technician,divorced,65820,1,19,1,6.0,3,6,1,0,3,3,,,
3587,4.0,4.0,4.0,48,travel_rarely,sales,1,1,marketing,male,2,manufacturing director,single,74060,6,14,2,25.0,2,1,0,0,3,3,,,
